SiteCode,Exclude,Exclude_reason,CABLE_PFT,Description,TowerStatus,Country,Fullname,SiteLatitude,SiteLongitude,SiteElevation,IGBP_vegetation_short,IGBP_vegetation_long,TowerHeight,CanopyHeight,Tier
UK-PL2,NA,NA,NA,"Pang/ Lambourne (grassland) is currently Active, core measurements presently being made.  This site began collecting data in 2005 and is located in United Kingdom.","Active, core measurements presently being made",United Kingdom,Pang/ Lambourne (grassland),51.4333,-1.23333,78,NA,Cropland/Natural Vegetation Mosaic,NA,NA,NA
UK-PL3,NA,NA,NA,"Pang/ Lambourne (forest) is currently Active, core measurements presently being made.  This site began collecting data in 2005 and is located in United Kingdom.","Active, core measurements presently being made",United Kingdom,Pang/ Lambourne (forest),51.45,-1.26667,104,MF,Mixed Forests,NA,NA,NA
UK-Png,NA,NA,6,No description available,"Active, core measurements presently being made",United Kingdom,Penglais_EC1,52.42233,-4.0684,NA,GRA,Grasslands,NA,NA,NA
UK-Pol,NA,NA,6,"Polden- Scotland is currently Active, core measurements presently being made.  This site began collecting data in 2002 and is located in United Kingdom.","Active, core measurements presently being made",United Kingdom,Polden- Scotland,55.28683,-3.4015,180,GRA,Grasslands,NA,NA,NA
UK-Tad,NA,NA,6,"35 km SSW of Bristol.  Colocated station:  wetland facility, grassland, wetland, mediterranean/montane climate","Active, core measurements presently being made",United Kingdom,Tadham Moor,51.2071,-2.82864,28,GRA,Grasslands,NA,NA,NA
US-ADR,NA,NA,NA,"This tower is located at the Amargosa Desert Research Site (ADRS). The U.S. Geological Survey (USGS) began studies of unsaturated zone hydrology at ADRS in 1976. Over the years, USGS investigations at ADRS have provided long-term ""benchmark"" information about the hydraulic characteristics and soil-water movement for both natural-site conditions and simulated waste-site conditions in an arid environment. The ADRS is located in a creosote-bush community adjacent to disposal trenches for low-level radioactive waste.","Active, core measurements presently being made",United States,Amargosa Desert Research Site (ADRS),36.7653,-116.6933,NA,NA,Barren or Sparse Vegetation,NA,NA,NA
US-Age,NA,NA,NA,"Argyle is currently Active, core measurements presently being made.  This site began collecting data in 2006 and is located in United States.","Inactive, core measurements no longer being made",United States,Argyle,45.0344,-68.68203,44,MF,Mixed Forests,NA,NA,NA
US-Akn,NA,NA,NA,"The Aiken site is located within the Atlantic Coastal Plain Providence on a U.S. Department of Energy reservation (806 sq km) at Savannah River National Laboratory. Areas of the site not used for industrial purposes were planted with forests starting in the early 1950s, including the site of the Aiken tower. The site measurements are representative of the southeastern US within a mixed agricultural, residential, and industrial zone.","Active, core measurements presently being made","South Carolina, United States",Aiken,33.3833,-81.5656,NA,MF,Mixed Forests,NA,NA,NA
US-An1,NA,NA,5,"The Anaktuvuk River fire on the North Slope of Alaska started on July 16, 2007 by lightning. It continued until the end of September when nearby lakes had already frozen over and burned >256,000 acres, creating a mosaic of patches that differed in burn severity. The Anaktuvuk River Severe Burn, Moderate Burn, and Unburned sites are 40 km to the west of the nearest road and were selected in late May 2008 to determine the effects of the fire on carbon, water, and energy exchanges during the growing season. Because the fire had burned through September of the previous year, initial deployment of flux towers occurred prior to any significant vegetative regrowth, and our sampling campaign captured the full growing season in 2008. The Severe Burn site consisted of a large area in which all of the green vegetation were consumed in the fire and some of the organic matter had burnt to the mineral soil in many places. A bear damaged the tower during the last week of August 2008, and it was repaired shortly after.","Active, core measurements presently being made","Alaska, United States",Anaktuvuk River Severe Burn,68.99,-150.28,NA,OSH,Open Shrublands,NA,NA,NA
US-An2,NA,NA,5,"The Anaktuvuk River fire on the North Slope of Alaska started on July 16, 2007 by lightning. It continued until the end of September when nearby lakes had already frozen over and burned >256,000 acres, creating a mosaic of patches that differed in burn severity. The Anaktuvuk River Severe Burn, Moderate Burn, and Unburned sites are 40 km to the west of the nearest road and were selected in late May 2008 to determine the effects of the fire on carbon, water, and energy exchanges during the growing season. Because the fire had burned through September of the previous year, initial deployment of flux towers occurred prior to any significant vegetative regrowth, and our sampling campaign captured the full growing season in 2008. The Moderate Burn site consisted of a large area with small patches of completely and partially burned tundra intermixed across the landscape.","Active, core measurements presently being made","Alaska, United States",Anaktuvuk River Moderate Burn,68.95,-150.21,NA,OSH,Open Shrublands,NA,NA,NA
US-An3,NA,NA,5,"The Anaktuvuk River fire on the North Slope of Alaska started on July 16, 2007 by lightning. It continued until the end of September when nearby lakes had already frozen over and burned >256,000 acres, creating a mosaic of patches that differed in burn severity. The Anaktuvuk River Severe Burn, Moderate Burn, and Unburned sites are 40 km to the west of the nearest road and were selected in late May 2008 to determine the effects of the fire on carbon, water, and energy exchanges during the growing season. Because the fire had burned through September of the previous year, initial deployment of flux towers occurred prior to any significant vegetative regrowth, and our sampling campaign captured the full growing season in 2008. The Unburned site was located in a large area of tundra that was unaffected by the fire.","Active, core measurements presently being made","Alaska, United States",Anaktuvuk River Unburned,68.93,-150.27,NA,OSH,Open Shrublands,NA,NA,NA
US-AR1,FALSE,NA,-9999,"The ARM USDA UNL OSU Woodward Switchgrass 1 tower is located on public land owned by the USDA-ARS Southern Plains Range Research Station in Woodward, Oklahoma. The site is on a former native prairie that is in the process of changing to switchgrass. A second companion site (ARM USDA UNL OSU Woodward Switchgrass 2) is on a former wheat field. In Spring 2009, the former native prairie site was burned, cattle were put on the pasture to graze down emergent grass, and broadleaf herbicide was sprayed. In Summer 2009, the cattle were removed from the pasture, and the site was sprayed with herbicide to kill all grass. In Spring 2010, prior to the planting of switchgrass, final herbicide was sprayed to kill cheat grass and to control broadleaf plants.","Active, core measurements presently being made","Oklahoma, United States",ARM USDA UNL OSU Woodward Switchgrass 1,36.4267,-99.42,611,GRA,Grasslands,2.84,NA,1
US-AR2,FALSE,NA,-9999,"The ARM USDA UNL OSU Woodward Switchgrass 2 tower is located on public land owned by the USDA-ARS Southern Plains Range Research Station in Woodward, Oklahoma. The site is on a former wheat field that is in the process of changing to switchgrass. A companion site (ARM USDA UNL OSU Woodward Switchgrass 1) is on a former native prairie. Previous wheat was planted in Fall 2008. In Spring 2009, herbicide was applied to kill the wheat prior to switchgrass planting. Later in the year, the site was sprayed with post-emergence herbicide. In 2010, fertilization occurred before herbicide was sprayed for broadleaf control.","Active, core measurements presently being made","Oklahoma, United States",ARM USDA UNL OSU Woodward Switchgrass 2,36.6358,-99.5975,646,GRA,Grasslands,2.95,NA,1
US-ARb,FALSE,NA,-9999,"The ARM SGP Burn site is located in the native tallgrass prairies of the USDA Grazinglands Research Laboratory near El Reno, OK. One of two adjacent 35 ha plots, the US-ARb plot was burned on 2005/03/08. The second plot, US-ARc, was left unburned as the control for experimental purposes. Aside from 2005, the region evaded burning activities for at least 15 years. Current disturbances consist of only light grazing activities. (ARM IOP Archive Documentation)","Inactive, core measurements no longer being made","Oklahoma, United States",ARM Southern Great Plains burn site- Lamont,35.54974,-98.04023,424,GRA,Grasslands,NA,NA,1
US-ARc,FALSE,NA,-9999,"The ARM SGP Control site is located in the native tallgrass prairies of the USDA Grazinglands Research Laboratory near El Reno, OK. One of two adjacent 35 ha plots with identical towers, measurements at the US-ARc unburned plot are used as  the experimental control. The second plot, US-Arb, was burned on 2005/03/08. Measurement comparisons between the control  and burn plot are used to address questions regarding the effects of burning activities on carbon fluxes. The region  evaded burning activities for at least 15 years. Current disturbances consist of only light grazing activities. (ARM IOP  Archive Documentation)","Inactive, core measurements no longer being made","Oklahoma, United States",ARM Southern Great Plains control site- Lamont,35.54649,-98.04,424,GRA,Grasslands,NA,NA,1
US-ARM,FALSE,NA,-9999,"The ARM SGP Main tower is located at the ARM SGP central facility near Lamont, Oklahoma. The SGP site consists of in situ and remote-sensing instrument clusters arrayed across approximately 55,000 square miles (143,000 square kilometers) in north-central Oklahoma and south-central Kansas. The ARM SGP site is the largest and most extensive climate research field site in the world and can be viewed as a real ""laboratory without walls."" The surrounding landscape is used solely for agricultural purposes, which routinely undergoes four-stages of development: till, plant, fertilize, and harvest. During 2001 - 2004, the fields were used for wheat production. Beginning in 2005, the fields were switched to corn. Wheat returned in late 2005, followed by soybeans during the latter half of 2006.","Active, core measurements presently being made","Oklahoma, United States",ARM Southern Great Plains site- Lamont,36.60580063,-97.48880005,314,CRO,Croplands,60,NA,1
US-Atq,NA,NA,11,"100 km south of Barrow, Alaska, Variety of moist-wet coastal sedge tundra, and moist-tussock tundra surfaces in the more well-drained upland.","Inactive, core measurements no longer being made","Alaska, United States",Atqasuk,70.4696,-157.4089,15,WET,Permanent Wetlands,NA,NA,NA
US-Aud,NA,NA,5,"Audubon Research Ranch is currently Active, core measurements presently being made.  This site began collecting data in 2002 and is located in United States.","Active, core measurements presently being made",United States,Audubon Research Ranch,31.5907,-110.5092,1466,OSH,Open Shrublands,NA,NA,NA
US-Bar,NA,NA,NA,Bartlett Experimental Forest (BEF) has been an established US Forest Service Experimental Forest.  The site is part of the North American Carbon Program.  Long-term data on forest growth and composition is available as well as remote sensing studies.,"Active, core measurements presently being made","New Hampshire, United States",Bartlett Experimental Forest,44.06464,-71.28808,270,MF,Mixed Forests,NA,NA,NA
US-Bef,NA,NA,NA,"The flux tower is located at the Blandy Experimental Farm, a field station which includes the Virginia State Arboretum.  The field station is owned and operated by the Department of the Environmental Sciences at the University of Virginia.  The tower is located in an early successional field (5 years since abandonment of agriculture.)  Data have been collected periodically since 2000.","Active, intermittent measurement collection","Virginia, United States",Blandy Experimental Farm,39.0596,-78.07238,183,NA,Cropland/Natural Vegetation Mosaic,NA,NA,NA
US-Bes,NA,NA,11,No Description Available,"Active, core measurements presently being made",United States,Barrow-Bes (Biocomplexity Experiment South tower),71.2809,-156.5965,NA,WET,Permanent Wetlands,NA,NA,NA
US-Bkg,NA,NA,NA,"The Brookings site is located in a private pasture, consisting of a mixture of C3 and C4 species actively used for grazing. Belonging to the Northern Great Plains Rangelands, the grassland is representative of many in the north central United States, with seasonal winter conditions and a wet growing season.","Active, core measurements presently being made","South Dakota, United States",Brookings,44.34529,-96.83617,495,CRO,Croplands,NA,NA,NA
US-Blk,NA,NA,1,The Black Hills tower was established by the Institute for Atmospheric Studies of the South Dakota School of Mines and Technology.,"Inactive, core measurements no longer being made","South Dakota, United States",Black Hills,44.158,-103.65,1743,ENF,Evergreen Needleleaf Forest,NA,NA,NA
US-Blo,FALSE,NA,1,"The flux tower site at Blodgett Forest is on a 1200 ha parcel of land owned by Sierra Pacific Industries in the Sierra Nevada range near Georgetown, California.  The field site was established in May 1997 with continuous operation since May 1999. The site is situated in a ponderosa pine plantation, mixed-evergreen coniferous forest, located adjacent to Blodgett Forest Research Station.  The Mediterranean-type climate of California is characterized by a protracted summer drought, with precipitation occurring mainly from October through May.  The infrastructure for the ecosystem scale flux measurements includes a walkup measurement tower, two temperature controlled instrument buildings, and an electrical generation system powered by a diesel generator.  Typical wind patterns at the site include upslope flow during the day (from the west) and downslope flow at night (from the east).  The plantation is relatively flat, and contains a homogenous mixture of evenly aged ponderosa pine with other trees and shrubs scattered throughout the ecosystem making up less than 30% of the biomass.    The daytime fetch for the tower measurements extends approximately 200 m to the southwest of the tower (this region contributes ~90% of the daytime flux), thus remote sensing images to be used for modeling should probably be centered approximately 100 m from the tower at an angle of 225 deg.","Inactive, core measurements no longer being made","California, United States",Blodgett Forest,38.8953,-120.6327515,1315,ENF,Evergreen Needleleaf Forests,12.5,NA,1
US-Bn1,NA,NA,1,"The Delta Junction 1920 Control site is located near Delta Junction, just to the north of the Alaska Range in interior Alaska. All three Delta Junction sites are within a 15-km radius of one another. Composed of a combination of alluvial outwashes, floodplains, and low terraces dissected by glacial streams originating in the nearby Alaska Range. In 2001, total aboveground biomass consisted almost entirely of black spruce (Picea mariana).","Active, core measurements presently being made","Alaska, United States",Delta Junction 1920 Control site,63.8881,-145.7394,388,ENF,Evergreen Needleleaf Forest,NA,NA,NA
US-Bn2,NA,NA,NA,"The Delta Junction 1987 Burn site is located near Delta Junction, just to the north of the Alaska Range in interior Alaska. All three Delta Junction sites are within a 15-km radius of one another. Composed of a combination of alluvial outwashes, floodplains, and low terraces dissected by glacial streams originating in the nearby Alaska Range. The Granite Creek fire burned ~20,000 ha of black spruce (Picea mariana) during 1987. Approximately half of the dead boles remained upright in 2004, while the other half had fallen over or had become entangled with other boles.","Active, core measurements presently being made","Alaska, United States",Delta Junction 1987 Burn site,63.9178,-145.3731,388,MF,Mixed Forests,NA,NA,NA
